,article_id,prod_name,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,garment_group_name,detail_desc,extra_description,product_in_natural_language
256,596803001,CSP Pisces sweater,Sweater,Garment Upper body,Solid,Black,Special Offers,Straight-cut top in sweatshirt fabric with long balloon sleeves in tulle with ribbed cuffs. Soft brushed inside.,"The name of this product is CSP Pisces sweater. It is a Garment Upper body , more specifically it is a Black     Special Offers, Sweater. The graphical appearance of the product is Solid","The name of this product is CSP Pisces sweater. It is a Garment Upper body , more specifically it is a Black     Special Offers, Sweater. The graphical appearance of the product is Solid 
 More details: 
Straight-cut top in sweatshirt fabric with long balloon sleeves in tulle with ribbed cuffs. Soft brushed inside."
257,777070003,Cinderella,Sweater,Garment Upper body,Melange,Greyish Beige,Knitwear,"Jumper in a soft, boxy knit with a ribbed turtle neck, dropped shoulders, long sleeves and ribbing at the cuffs and hem. The polyester content of the jumper is recycled.","The name of this product is Cinderella. It is a Garment Upper body , more specifically it is a Greyish Beige     Knitwear, Sweater. The graphical appearance of the product is Melange","The name of this product is Cinderella. It is a Garment Upper body , more specifically it is a Greyish Beige     Knitwear, Sweater. The graphical appearance of the product is Melange 
 More details: 
Jumper in a soft, boxy knit with a ribbed turtle neck, dropped shoulders, long sleeves and ribbing at the cuffs and hem. The polyester content of the jumper is recycled."
258,523404010,Howie Shorts,Shorts,Garment Lower body,Solid,Grey,Jersey Fancy,"Short sports shorts in fast-drying, breathable mesh with an elasticated waist and side pockets. Unlined.","The name of this product is Howie Shorts. It is a Garment Lower body , more specifically it is a Grey     Jersey Fancy, Shorts. The graphical appearance of the product is Solid","The name of this product is Howie Shorts. It is a Garment Lower body , more specifically it is a Grey     Jersey Fancy, Shorts. The graphical appearance of the product is Solid 
 More details: 
Short sports shorts in fast-drying, breathable mesh with an elasticated waist and side pockets. Unlined."
259,539844007,Borg WL sneaker,Sneakers,Shoes,Solid,Light Grey,Shoes,,"The name of this product is Borg WL sneaker. It is a Shoes , more specifically it is a Light Grey     Shoes, Sneakers. The graphical appearance of the product is Solid","The name of this product is Borg WL sneaker. It is a Shoes , more specifically it is a Light Grey     Shoes, Sneakers. The graphical appearance of the product is Solid 
 More details: 
"
260,590375001,Ori floral tee,T-shirt,Garment Upper body,All over pattern,Black,Unknown,T-shirt in patterned cotton jersey with embroidery on the chest.,"The name of this product is Ori floral tee. It is a Garment Upper body , more specifically it is a Black     Unknown, T-shirt. The graphical appearance of the product is All over pattern","The name of this product is Ori floral tee. It is a Garment Upper body , more specifically it is a Black     Unknown, T-shirt. The graphical appearance of the product is All over pattern 
 More details: 
T-shirt in patterned cotton jersey with embroidery on the chest."
261,541518015,Rae Push (Melbourne) 2p,Bra,Underwear,Solid,Dark Red,"Under-, Nightwear","Lace push-up bras with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes.","The name of this product is Rae Push (Melbourne) 2p. It is a Underwear , more specifically it is a Dark Red     Under-, Nightwear, Bra. The graphical appearance of the product is Solid","The name of this product is Rae Push (Melbourne) 2p. It is a Underwear , more specifically it is a Dark Red     Under-, Nightwear, Bra. The graphical appearance of the product is Solid 
 More details: 
Lace push-up bras with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
262,681667005,Romeo Hood,Sweater,Garment Upper body,Front print,Light Yellow,Unknown,Top in hard-washed sweatshirt fabric with a text print and a lined drawstring hood with a wrapover front. Kangaroo pocket and ribbing at the cuffs and hem. Brushed inside.,"The name of this product is Romeo Hood. It is a Garment Upper body , more specifically it is a Light Yellow     Unknown, Sweater. The graphical appearance of the product is Front print","The name of this product is Romeo Hood. It is a Garment Upper body , more specifically it is a Light Yellow     Unknown, Sweater. The graphical appearance of the product is Front print 
 More details: 
Top in hard-washed sweatshirt fabric with a text print and a lined drawstring hood with a wrapover front. Kangaroo pocket and ribbing at the cuffs and hem. Brushed inside."
263,663323002,Watch paul plastic,Watch,Accessories,Solid,Other Green,Accessories,"Plastic watch with an adjustable strap and metal buckle. Width of strap approx. 2 cm, total length 24 cm. Diameter of watch 3 cm.","The name of this product is Watch paul plastic. It is a Accessories , more specifically it is a Other Green     Accessories, Watch. The graphical appearance of the product is Solid","The name of this product is Watch paul plastic. It is a Accessories , more specifically it is a Other Green     Accessories, Watch. The graphical appearance of the product is Solid 
 More details: 
Plastic watch with an adjustable strap and metal buckle. Width of strap approx. 2 cm, total length 24 cm. Diameter of watch 3 cm."
264,656213003,Emma Body,Underwear body,Underwear,Lace,Black,"Under-, Nightwear","Body in lace and mesh with a deep V-neck at the front, narrow adjustable shoulder straps that cross at the back, a lined gusset and string back.","The name of this product is Emma Body. It is a Underwear , more specifically it is a Black     Under-, Nightwear, Underwear body. The graphical appearance of the product is Lace","The name of this product is Emma Body. It is a Underwear , more specifically it is a Black     Under-, Nightwear, Underwear body. The graphical appearance of the product is Lace 
 More details: 
Body in lace and mesh with a deep V-neck at the front, narrow adjustable shoulder straps that cross at the back, a lined gusset and string back."
265,753421002,SB Lazy Parka,Jacket,Garment Upper body,Solid,Greenish Khaki,Outdoor,"Lightly padded parka in a sturdy weave with a stand-up collar and detachable, pile-lined hood with a decorative drawstring. Zip and wind flap with press-studs down the front and a chin guard at the top. Chest pocket, two flap front pockets with press-studs, and inner ribbing at the cuffs. Quilted lining.","The name of this product is SB Lazy Parka. It is a Garment Upper body , more specifically it is a Greenish Khaki     Outdoor, Jacket. The graphical appearance of the product is Solid","The name of this product is SB Lazy Parka. It is a Garment Upper body , more specifically it is a Greenish Khaki     Outdoor, Jacket. The graphical appearance of the product is Solid 
 More details: 
Lightly padded parka in a sturdy weave with a stand-up collar and detachable, pile-lined hood with a decorative drawstring. Zip and wind flap with press-studs down the front and a chin guard at the top. Chest pocket, two flap front pockets with press-studs, and inner ribbing at the cuffs. Quilted lining."
266,573408002,Flirt FF,Sweater,Garment Upper body,Melange,Grey,Knitwear,Wide jumper in a sturdy rib knit with a turtle neck and wide raglan sleeves.,"The name of this product is Flirt FF. It is a Garment Upper body , more specifically it is a Grey     Knitwear, Sweater. The graphical appearance of the product is Melange","The name of this product is Flirt FF. It is a Garment Upper body , more specifically it is a Grey     Knitwear, Sweater. The graphical appearance of the product is Melange 
 More details: 
Wide jumper in a sturdy rib knit with a turtle neck and wide raglan sleeves."
267,835166001,Flirty skogs necklace,Necklace,Accessories,Solid,Light Orange,Accessories,One thin metal chain necklace with a round pendant and one necklace decorated with semi-precious stones and plastic beads. Adjustable length 54–61 cm and 42–50 cm.,"The name of this product is Flirty skogs necklace. It is a Accessories , more specifically it is a Light Orange     Accessories, Necklace. The graphical appearance of the product is Solid","The name of this product is Flirty skogs necklace. It is a Accessories , more specifically it is a Light Orange     Accessories, Necklace. The graphical appearance of the product is Solid 
 More details: 
One thin metal chain necklace with a round pendant and one necklace decorated with semi-precious stones and plastic beads. Adjustable length 54–61 cm and 42–50 cm."
268,792527004,Hannah semifancy ballerina SG,Ballerinas,Shoes,All over pattern,Dark Blue,Shoes,"Glittery ballet pumps with a decorative bow at the front, elastic strap over the foot and grosgrain trim around the top. Satin insoles.","The name of this product is Hannah semifancy ballerina SG. It is a Shoes , more specifically it is a Dark Blue     Shoes, Ballerinas. The graphical appearance of the product is All over pattern","The name of this product is Hannah semifancy ballerina SG. It is a Shoes , more specifically it is a Dark Blue     Shoes, Ballerinas. The graphical appearance of the product is All over pattern 
 More details: 
Glittery ballet pumps with a decorative bow at the front, elastic strap over the foot and grosgrain trim around the top. Satin insoles."
269,878220001,KIDS-Zakir Pull-on Trouser,Trousers,Garment Lower body,Solid,Grey,Unknown,"KIDS EXCLUSIVE. Pull-on trousers in an airy organic cotton weave with an elasticated, drawstring waist and tapered legs with large leg pockets.","The name of this product is KIDS-Zakir Pull-on Trouser. It is a Garment Lower body , more specifically it is a Grey     Unknown, Trousers. The graphical appearance of the product is Solid","The name of this product is KIDS-Zakir Pull-on Trouser. It is a Garment Lower body , more specifically it is a Grey     Unknown, Trousers. The graphical appearance of the product is Solid 
 More details: 
KIDS EXCLUSIVE. Pull-on trousers in an airy organic cotton weave with an elasticated, drawstring waist and tapered legs with large leg pockets."
270,686137002,SB Lucas Jacket,Jacket,Garment Upper body,All over pattern,Black,Outdoor,"Windbreaker in woven fabric with a detachable hood, stand-up collar and zip down the front with a chin guard. Welt side pockets and elastication at the cuffs and hem. Lined.","The name of this product is SB Lucas Jacket. It is a Garment Upper body , more specifically it is a Black     Outdoor, Jacket. The graphical appearance of the product is All over pattern","The name of this product is SB Lucas Jacket. It is a Garment Upper body , more specifically it is a Black     Outdoor, Jacket. The graphical appearance of the product is All over pattern 
 More details: 
Windbreaker in woven fabric with a detachable hood, stand-up collar and zip down the front with a chin guard. Welt side pockets and elastication at the cuffs and hem. Lined."
271,741615010,Hannah fancy ballerina SG,Ballerinas,Shoes,Solid,Beige,Shoes,Ballet pumps with a loop at the back. Satin linings and insoles and fluted soles with a small heel.,"The name of this product is Hannah fancy ballerina SG. It is a Shoes , more specifically it is a Beige     Shoes, Ballerinas. The graphical appearance of the product is Solid","The name of this product is Hannah fancy ballerina SG. It is a Shoes , more specifically it is a Beige     Shoes, Ballerinas. The graphical appearance of the product is Solid 
 More details: 
Ballet pumps with a loop at the back. Satin linings and insoles and fluted soles with a small heel."
272,623282001,MOLKO Treggings,Trousers,Garment Lower body,Solid,Light Pink,Trousers,Treggings in stretch twill with an elasticated waist and fake front pockets.,"The name of this product is MOLKO Treggings. It is a Garment Lower body , more specifically it is a Light Pink     Trousers, Trousers. The graphical appearance of the product is Solid","The name of this product is MOLKO Treggings. It is a Garment Lower body , more specifically it is a Light Pink     Trousers, Trousers. The graphical appearance of the product is Solid 
 More details: 
Treggings in stretch twill with an elasticated waist and fake front pockets."
273,816307001,PQ FILOU SKIRT LEATHER,Skirt,Garment Lower body,Solid,Black,Unknown,"Calf-length skirt in leather with visible seams, a high waist with a visible zip at the back, and a raw-edge hem. Lined.","The name of this product is PQ FILOU SKIRT LEATHER. It is a Garment Lower body , more specifically it is a Black     Unknown, Skirt. The graphical appearance of the product is Solid","The name of this product is PQ FILOU SKIRT LEATHER. It is a Garment Lower body , more specifically it is a Black     Unknown, Skirt. The graphical appearance of the product is Solid 
 More details: 
Calf-length skirt in leather with visible seams, a high waist with a visible zip at the back, and a raw-edge hem. Lined."
274,588202001,coctail skirt_,Skirt,Garment Lower body,Solid,Black,Dresses Ladies,Skirt in soft rib knit with an elasticated waist and flare to the hem.,"The name of this product is coctail skirt_. It is a Garment Lower body , more specifically it is a Black     Dresses Ladies, Skirt. The graphical appearance of the product is Solid","The name of this product is coctail skirt_. It is a Garment Lower body , more specifically it is a Black     Dresses Ladies, Skirt. The graphical appearance of the product is Solid 
 More details: 
Skirt in soft rib knit with an elasticated waist and flare to the hem."
275,726226001,Felix occasion dress,Dress,Garment Full body,Lace,Light Pink,Dresses Ladies,"Short, off-the-shoulder dress in a cotton weave with broderie anglaise. Wide, elasticated flounce at the top that continues over the arms, a concealed zip in one side and a flare to the hem. Jersey lining.","The name of this product is Felix occasion dress. It is a Garment Full body , more specifically it is a Light Pink     Dresses Ladies, Dress. The graphical appearance of the product is Lace","The name of this product is Felix occasion dress. It is a Garment Full body , more specifically it is a Light Pink     Dresses Ladies, Dress. The graphical appearance of the product is Lace 
 More details: 
Short, off-the-shoulder dress in a cotton weave with broderie anglaise. Wide, elasticated flounce at the top that continues over the arms, a concealed zip in one side and a flare to the hem. Jersey lining."
276,764536002,Linn Slim HW Sidetape,Trousers,Garment Lower body,Application/3D,Dark Grey,Trousers,"Ankle-length jeans in washed, stretch twill with a high waist, zip fly and button, back pockets and skinny legs with stripes down the sides.","The name of this product is Linn Slim HW Sidetape. It is a Garment Lower body , more specifically it is a Dark Grey     Trousers, Trousers. The graphical appearance of the product is Application/3D","The name of this product is Linn Slim HW Sidetape. It is a Garment Lower body , more specifically it is a Dark Grey     Trousers, Trousers. The graphical appearance of the product is Application/3D 
 More details: 
Ankle-length jeans in washed, stretch twill with a high waist, zip fly and button, back pockets and skinny legs with stripes down the sides."
277,574051002,TAL boxy sweater,Sweater,Garment Upper body,Jacquard,Black,Knitwear,"Soft, jacquard-knit jumper in a wide, slightly boxy style with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem.","The name of this product is TAL boxy sweater. It is a Garment Upper body , more specifically it is a Black     Knitwear, Sweater. The graphical appearance of the product is Jacquard","The name of this product is TAL boxy sweater. It is a Garment Upper body , more specifically it is a Black     Knitwear, Sweater. The graphical appearance of the product is Jacquard 
 More details: 
Soft, jacquard-knit jumper in a wide, slightly boxy style with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
278,398559008,Molly T-shirt,T-shirt,Garment Upper body,Placement print,Light Grey,Jersey Fancy,"Jersey top with a motif on the front, short sleeves and gathers in the sides for optimum fit.","The name of this product is Molly T-shirt. It is a Garment Upper body , more specifically it is a Light Grey     Jersey Fancy, T-shirt. The graphical appearance of the product is Placement print","The name of this product is Molly T-shirt. It is a Garment Upper body , more specifically it is a Light Grey     Jersey Fancy, T-shirt. The graphical appearance of the product is Placement print 
 More details: 
Jersey top with a motif on the front, short sleeves and gathers in the sides for optimum fit."
279,684890003,Cherry velvet dress J,Dress,Garment Full body,Solid,Dark Red,Dresses Ladies,Short velvet dress with a V-neck and sewn-in wrapover at the front with a concealed press-stud. 3/4-length sleeves and an elasticated seam at the waist. Unlined.,"The name of this product is Cherry velvet dress J. It is a Garment Full body , more specifically it is a Dark Red     Dresses Ladies, Dress. The graphical appearance of the product is Solid","The name of this product is Cherry velvet dress J. It is a Garment Full body , more specifically it is a Dark Red     Dresses Ladies, Dress. The graphical appearance of the product is Solid 
 More details: 
Short velvet dress with a V-neck and sewn-in wrapover at the front with a concealed press-stud. 3/4-length sleeves and an elasticated seam at the waist. Unlined."
280,825060002,Kevin WD BB,Other shoe,Shoes,Solid,Yellowish Brown,Shoes,"Brogues with a decorative welt seam around the soles, lacing at the front and a loop at the back. Canvas linings and insoles and patterned soles.","The name of this product is Kevin WD BB. It is a Shoes , more specifically it is a Yellowish Brown     Shoes, Other shoe. The graphical appearance of the product is Solid","The name of this product is Kevin WD BB. It is a Shoes , more specifically it is a Yellowish Brown     Shoes, Other shoe. The graphical appearance of the product is Solid 
 More details: 
Brogues with a decorative welt seam around the soles, lacing at the front and a loop at the back. Canvas linings and insoles and patterned soles."
281,622744002,GALAXY seamless tights,Leggings/Tights,Garment Lower body,Other structure,Dark Blue,Jersey Fancy,Sports tights in fast-drying functional fabric with wide elastication at the waist and jacquard-patterned details. Seamless.,"The name of this product is GALAXY seamless tights. It is a Garment Lower body , more specifically it is a Dark Blue     Jersey Fancy, Leggings/Tights. The graphical appearance of the product is Other structure","The name of this product is GALAXY seamless tights. It is a Garment Lower body , more specifically it is a Dark Blue     Jersey Fancy, Leggings/Tights. The graphical appearance of the product is Other structure 
 More details: 
Sports tights in fast-drying functional fabric with wide elastication at the waist and jacquard-patterned details. Seamless."
282,638842004,Knuten Trousers,Trousers,Garment Lower body,All over pattern,Yellow,Trousers,"High-waisted trousers in woven fabric with a slight sheen. Hook-and-eye fastening, zip fly, side pockets and straight, wide legs.","The name of this product is Knuten Trousers. It is a Garment Lower body , more specifically it is a Yellow     Trousers, Trousers. The graphical appearance of the product is All over pattern","The name of this product is Knuten Trousers. It is a Garment Lower body , more specifically it is a Yellow     Trousers, Trousers. The graphical appearance of the product is All over pattern 
 More details: 
High-waisted trousers in woven fabric with a slight sheen. Hook-and-eye fastening, zip fly, side pockets and straight, wide legs."
283,756684004,Helen Headband,Hair/alice band,Accessories,Solid,Dark Green,Accessories,"Double-layered headband in a soft, chunky knit with a knot detail at the front.","The name of this product is Helen Headband. It is a Accessories , more specifically it is a Dark Green     Accessories, Hair/alice band. The graphical appearance of the product is Solid","The name of this product is Helen Headband. It is a Accessories , more specifically it is a Dark Green     Accessories, Hair/alice band. The graphical appearance of the product is Solid 
 More details: 
Double-layered headband in a soft, chunky knit with a knot detail at the front."
284,509017003,Nora nursing dress,Dress,Garment Full body,Melange,Dark Blue,Jersey Fancy,"Long-sleeved nursing dress in a soft, fine knit with a brushed finish. Wide neckline and double-layered top at the front for easier nursing access, and an elasticated seam and drawstring at the waist.","The name of this product is Nora nursing dress. It is a Garment Full body , more specifically it is a Dark Blue     Jersey Fancy, Dress. The graphical appearance of the product is Melange","The name of this product is Nora nursing dress. It is a Garment Full body , more specifically it is a Dark Blue     Jersey Fancy, Dress. The graphical appearance of the product is Melange 
 More details: 
Long-sleeved nursing dress in a soft, fine knit with a brushed finish. Wide neckline and double-layered top at the front for easier nursing access, and an elasticated seam and drawstring at the waist."
285,779864003,charmed shorts,Shorts,Garment Lower body,Solid,Yellow,Jersey Fancy,"Shorts in glossy, pleated jersey with wide, covered elastication at the waist and short, wide legs with laser-cut edges at the hems.","The name of this product is charmed shorts. It is a Garment Lower body , more specifically it is a Yellow     Jersey Fancy, Shorts. The graphical appearance of the product is Solid","The name of this product is charmed shorts. It is a Garment Lower body , more specifically it is a Yellow     Jersey Fancy, Shorts. The graphical appearance of the product is Solid 
 More details: 
Shorts in glossy, pleated jersey with wide, covered elastication at the waist and short, wide legs with laser-cut edges at the hems."
286,660757001,SPD YALE hood,Hoodie,Garment Upper body,Melange,Dark Blue,Jersey Fancy,"Block-coloured top in printed sweatshirt fabric with a hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.","The name of this product is SPD YALE hood. It is a Garment Upper body , more specifically it is a Dark Blue     Jersey Fancy, Hoodie. The graphical appearance of the product is Melange","The name of this product is SPD YALE hood. It is a Garment Upper body , more specifically it is a Dark Blue     Jersey Fancy, Hoodie. The graphical appearance of the product is Melange 
 More details: 
Block-coloured top in printed sweatshirt fabric with a hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
287,495560002,FS Connery tuxedo shirt,Shirt,Garment Upper body,Solid,White,Shirts,Dress shirt in a cotton weave with a cutaway collar and bib French front with pin-tucks. Long sleeves with adjustable buttoning at the cuffs and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette.,"The name of this product is FS Connery tuxedo shirt. It is a Garment Upper body , more specifically it is a White     Shirts, Shirt. The graphical appearance of the product is Solid","The name of this product is FS Connery tuxedo shirt. It is a Garment Upper body , more specifically it is a White     Shirts, Shirt. The graphical appearance of the product is Solid 
 More details: 
Dress shirt in a cotton weave with a cutaway collar and bib French front with pin-tucks. Long sleeves with adjustable buttoning at the cuffs and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
288,789049001,Solitude cardigan,Cardigan,Garment Upper body,Solid,Black,Knitwear,"Wide cardigan knitted in a soft alpaca blend with dropped shoulders, long sleeves and front pockets. Wide ribbing at the cuffs and hem. No buttons.","The name of this product is Solitude cardigan. It is a Garment Upper body , more specifically it is a Black     Knitwear, Cardigan. The graphical appearance of the product is Solid","The name of this product is Solitude cardigan. It is a Garment Upper body , more specifically it is a Black     Knitwear, Cardigan. The graphical appearance of the product is Solid 
 More details: 
Wide cardigan knitted in a soft alpaca blend with dropped shoulders, long sleeves and front pockets. Wide ribbing at the cuffs and hem. No buttons."
289,642882004,Momo 2-Pack Leggings,Leggings/Tights,Garment Lower body,All over pattern,Green,Jersey Fancy,Leggings in soft cotton jersey with an elasticated waist.,"The name of this product is Momo 2-Pack Leggings. It is a Garment Lower body , more specifically it is a Green     Jersey Fancy, Leggings/Tights. The graphical appearance of the product is All over pattern","The name of this product is Momo 2-Pack Leggings. It is a Garment Lower body , more specifically it is a Green     Jersey Fancy, Leggings/Tights. The graphical appearance of the product is All over pattern 
 More details: 
Leggings in soft cotton jersey with an elasticated waist."
290,903516001,PETAR SWEATSHIRT 2PK,Sweater,Garment Upper body,Solid,Dark Green,Jersey Basic,"Tops in soft sweatshirt fabric. Slightly looser fit with dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside.","The name of this product is PETAR SWEATSHIRT 2PK. It is a Garment Upper body , more specifically it is a Dark Green     Jersey Basic, Sweater. The graphical appearance of the product is Solid","The name of this product is PETAR SWEATSHIRT 2PK. It is a Garment Upper body , more specifically it is a Dark Green     Jersey Basic, Sweater. The graphical appearance of the product is Solid 
 More details: 
Tops in soft sweatshirt fabric. Slightly looser fit with dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside."
291,482263002,Cobra twill constructed,Shorts,Garment Lower body,Solid,Green,Shorts,"5-pocket low-rise shorts in twill with hard-worn details, a button fly and skinny legs with seams across the front.","The name of this product is Cobra twill constructed. It is a Garment Lower body , more specifically it is a Green     Shorts, Shorts. The graphical appearance of the product is Solid","The name of this product is Cobra twill constructed. It is a Garment Lower body , more specifically it is a Green     Shorts, Shorts. The graphical appearance of the product is Solid 
 More details: 
5-pocket low-rise shorts in twill with hard-worn details, a button fly and skinny legs with seams across the front."
292,799661001,Beanie Christmas Fairisle,Hat/beanie,Accessories,Jacquard,Red,Accessories,"Hat in a soft jacquard knit with a pompom on top and a detachable, faux fur false beard at the bottom.","The name of this product is Beanie Christmas Fairisle. It is a Accessories , more specifically it is a Red     Accessories, Hat/beanie. The graphical appearance of the product is Jacquard","The name of this product is Beanie Christmas Fairisle. It is a Accessories , more specifically it is a Red     Accessories, Hat/beanie. The graphical appearance of the product is Jacquard 
 More details: 
Hat in a soft jacquard knit with a pompom on top and a detachable, faux fur false beard at the bottom."
293,561570002,Dessie,Dress,Garment Full body,Solid,Red,Jersey Basic,"Fitted dress in sturdy jersey with a V-neck, double-layered top and long sleeves.","The name of this product is Dessie. It is a Garment Full body , more specifically it is a Red     Jersey Basic, Dress. The graphical appearance of the product is Solid","The name of this product is Dessie. It is a Garment Full body , more specifically it is a Red     Jersey Basic, Dress. The graphical appearance of the product is Solid 
 More details: 
Fitted dress in sturdy jersey with a V-neck, double-layered top and long sleeves."
294,695632003,Gyda-,Blouse,Garment Upper body,Solid,Light Blue,Blouses,"Blouse in a soft weave with a narrow collar, concealed buttons down the front, long sleeves with buttoned cuffs and a rounded hem.","The name of this product is Gyda-. It is a Garment Upper body , more specifically it is a Light Blue     Blouses, Blouse. The graphical appearance of the product is Solid","The name of this product is Gyda-. It is a Garment Upper body , more specifically it is a Light Blue     Blouses, Blouse. The graphical appearance of the product is Solid 
 More details: 
Blouse in a soft weave with a narrow collar, concealed buttons down the front, long sleeves with buttoned cuffs and a rounded hem."
295,768931001,Lee longsleeve,Top,Garment Upper body,Solid,White,Jersey Basic,Long-sleeved top in soft cotton jersey with a round neckline.,"The name of this product is Lee longsleeve. It is a Garment Upper body , more specifically it is a White     Jersey Basic, Top. The graphical appearance of the product is Solid","The name of this product is Lee longsleeve. It is a Garment Upper body , more specifically it is a White     Jersey Basic, Top. The graphical appearance of the product is Solid 
 More details: 
Long-sleeved top in soft cotton jersey with a round neckline."
296,620242002,Jones trousers,Trousers,Garment Lower body,Solid,Black,Trousers,"Wide trousers in a soft Tencel™ lyocell blend with no waistband and pleats at the top. Zip fly, side pockets and wide, gently tapered legs.","The name of this product is Jones trousers. It is a Garment Lower body , more specifically it is a Black     Trousers, Trousers. The graphical appearance of the product is Solid","The name of this product is Jones trousers. It is a Garment Lower body , more specifically it is a Black     Trousers, Trousers. The graphical appearance of the product is Solid 
 More details: 
Wide trousers in a soft Tencel™ lyocell blend with no waistband and pleats at the top. Zip fly, side pockets and wide, gently tapered legs."
297,699988001,ED Carl padded parka,Jacket,Garment Upper body,Solid,Black,Outdoor,"Padded parka in woven fabric with a sheen. Hood with a faux fur lining and adjustable tab with a metal fastener at the back, zip and wind flap with concealed press-studs down the front, and a concealed drawstring at the waist. Diagonal handwarmer pockets, flap side pockets with a press-stud, inner ribbing at the cuffs, and an elasticated drawstring at the hem. Slightly longer at the back. Lined.","The name of this product is ED Carl padded parka. It is a Garment Upper body , more specifically it is a Black     Outdoor, Jacket. The graphical appearance of the product is Solid","The name of this product is ED Carl padded parka. It is a Garment Upper body , more specifically it is a Black     Outdoor, Jacket. The graphical appearance of the product is Solid 
 More details: 
Padded parka in woven fabric with a sheen. Hood with a faux fur lining and adjustable tab with a metal fastener at the back, zip and wind flap with concealed press-studs down the front, and a concealed drawstring at the waist. Diagonal handwarmer pockets, flap side pockets with a press-stud, inner ribbing at the "
298,746823006,HIROKO cardigan,Cardigan,Garment Upper body,Jacquard,Dark Blue,Knitwear,"Cardigan in a soft knit with gently dropped shoulders, long sleeves, patch front pockets, and narrow ribbing at the cuffs and hem. No buttons.","The name of this product is HIROKO cardigan. It is a Garment Upper body , more specifically it is a Dark Blue     Knitwear, Cardigan. The graphical appearance of the product is Jacquard","The name of this product is HIROKO cardigan. It is a Garment Upper body , more specifically it is a Dark Blue     Knitwear, Cardigan. The graphical appearance of the product is Jacquard 
 More details: 
Cardigan in a soft knit with gently dropped shoulders, long sleeves, patch front pockets, and narrow ribbing at the cuffs and hem. No buttons."
299,646809001,Monica dress CC,Dress,Garment Full body,Other structure,Dark Blue,Jersey Fancy,Gently flared dress in a soft jacquard knit with ribbing around the neckline and cap sleeves.,"The name of this product is Monica dress CC. It is a Garment Full body , more specifically it is a Dark Blue     Jersey Fancy, Dress. The graphical appearance of the product is Other structure","The name of this product is Monica dress CC. It is a Garment Full body , more specifically it is a Dark Blue     Jersey Fancy, Dress. The graphical appearance of the product is Other structure 
 More details: 
Gently flared dress in a soft jacquard knit with ribbing around the neckline and cap sleeves."
300,823180001,MC Judy top,T-shirt,Garment Upper body,Lace,Black,Jersey Fancy,"Sleeveless top in airy, softly draping jersey with a lace-trimmed V-neck.","The name of this product is MC Judy top. It is a Garment Upper body , more specifically it is a Black     Jersey Fancy, T-shirt. The graphical appearance of the product is Lace","The name of this product is MC Judy top. It is a Garment Upper body , more specifically it is a Black     Jersey Fancy, T-shirt. The graphical appearance of the product is Lace 
 More details: 
Sleeveless top in airy, softly draping jersey with a lace-trimmed V-neck."
301,525583002,FT Drew shorts,Shorts,Garment Lower body,All over pattern,Light Pink,Trousers,"Shorts in patterned satin with an elasticated, frill-trimmed, drawstring waist, side pockets and a low crotch.","The name of this product is FT Drew shorts. It is a Garment Lower body , more specifically it is a Light Pink     Trousers, Shorts. The graphical appearance of the product is All over pattern","The name of this product is FT Drew shorts. It is a Garment Lower body , more specifically it is a Light Pink     Trousers, Shorts. The graphical appearance of the product is All over pattern 
 More details: 
Shorts in patterned satin with an elasticated, frill-trimmed, drawstring waist, side pockets and a low crotch."
302,488697029,Nohar Sneaker,Sneakers,Shoes,Mesh,White,Shoes,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.,"The name of this product is Nohar Sneaker. It is a Shoes , more specifically it is a White     Shoes, Sneakers. The graphical appearance of the product is Mesh","The name of this product is Nohar Sneaker. It is a Shoes , more specifically it is a White     Shoes, Sneakers. The graphical appearance of the product is Mesh 
 More details: 
Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles."
303,866387011,Waverly hoodie,Hoodie,Garment Upper body,Solid,Orange,Jersey Basic,"Oversized hoodie in soft sweatshirt fabric with a double-layered, wrapover, drawstring hood and kangaroo pocket. Dropped shoulders, long sleeves, ribbing at the cuffs and hem, and slits in the sides. Soft brushed inside.","The name of this product is Waverly hoodie. It is a Garment Upper body , more specifically it is a Orange     Jersey Basic, Hoodie. The graphical appearance of the product is Solid","The name of this product is Waverly hoodie. It is a Garment Upper body , more specifically it is a Orange     Jersey Basic, Hoodie. The graphical appearance of the product is Solid 
 More details: 
Oversized hoodie in soft sweatshirt fabric with a double-layered, wrapover, drawstring hood and kangaroo pocket. Dropped shoulders, long sleeves, ribbing at the cuffs and hem, and slits in the sides. Soft brushed inside."
