"article_id","prod_name","product_type_name","product_group_name","graphical_appearance_name","colour_group_name","garment_group_name","detail_desc"
"0805524005","Clapton cropped denim","Jacket","Garment Upper body","Solid","Light Pink","Outdoor","Cropped jacket in washed cotton denim with a collar, buttons down the front and flap chest pockets with a button. Long sleeves with buttoned cuffs, and a raw-edge, frayed hem."
"0678995001","Cool Frasse earring","Earring","Accessories","Solid","Gold","Accessories","Metal earrings in the shape of a face. Length 5 cm."
"0805914001","MC Diamond","Top","Garment Upper body","Stripe","Off White","Jersey Fancy","Jersey top with a sewn-in wrapover at the front, flared peplum, detachable tie belt at the waist and short, cuffed puff sleeves."
"0882900004","Embrace S.Skinny Ankle HW","Trousers","Garment Lower body","Denim","Dark Blue","Trousers Denim","5-pocket, ankle-length jeans in washed, stretch denim with a high waist, zip fly and button and super-skinny legs. The cotton content of the jeans is partly recycled. Embrace – denim with a smart stretch function that moulds to the body for a comfortable, flattering silhouette."
"0749272001","Petite Tanja","Skirt","Garment Lower body","Solid","Black","Skirts","Ankle-length skirt in airy chiffon with an elasticated waist and high slits in the sides. Short, sewn-in underskirt."
"0824016001","BEACH price tanktop","Vest top","Garment Upper body","Front print","Dark Blue","Jersey Fancy","Vest top in soft cotton jersey with a print motif on the front."
"0800245001","Mimosa Push Melbourne Opt.2","Bra","Underwear","Solid","White","Under-, Nightwear","Push-up bra in lace with underwired, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
"0452898028","MARION-SHORTS","Shorts","Garment Lower body","Melange","Dark Beige","Jersey Basic","Shorts in sweatshirt fabric with an elasticated drawstring waist and side pockets."
"0678114001","Wallet chain Alex","Other accessories","Accessories","Solid","Black","Accessories","Metal ball chain wallet chain with a carabiner hook and keyring at one end and a carabiner hook at the other. Length 54 cm."
"0727641001","Bronn culotte jumpsuit","Trousers","Garment Lower body","Solid","Black","Trousers","Sleeveless, ankle-length jumpsuit in a linen and viscose weave with a V-neck, buttons at the top and narrow adjustable shoulder straps. Narrow elasticated seam and a detachable tie belt at the waist, concealed pockets in the side seams and straight, wide legs."
"0767236001","Cross romper SPEED","Jumpsuit/Playsuit","Garment Full body","Placement print","Light Blue","Jersey Fancy","Sleeveless romper suit in soft jersey with a nepped texture and flock print. Press-studs down the front, spacious patch pockets at the sides with a raw edge at the top, and short legs with sewn-in turn-ups."
"0685647003","LEGGINGS BELLE BASIC 89","Trousers","Garment Lower body","Denim","Dark Blue","Trousers Denim","Leggings in washed, superstretch denim with an elasticated waist, fake fly, fake front pockets and real back pockets."
"0768269007","BEANIE KNIT CHUNKY FUR POM POM","Hat/beanie","Accessories","Melange","Dark Orange","Accessories","Hat in a soft rib knit with a faux fur pompom on top and a turned-up hem."
"0542073010","CECILIA NG","Night gown","Nightwear","Mixed solid/pattern","Light Blue","Under-, Nightwear","Nightdress in soft, printed cotton jersey with short flutter sleeves."
"0767869002","V-neck Strap Top.","Vest top","Garment Upper body","Solid","White","Jersey Basic","V-neck top in soft organic cotton jersey with narrow shoulder straps."
"0617249019","Reggie (1)","Shorts","Garment Lower body","Solid","Pink","Shorts","Chino shorts in a washed cotton weave with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit."
"0856816001","Hazel dress","Dress","Garment Full body","All over pattern","Light Pink","Dresses Ladies","Short dress in a viscose weave. Wrapover top with a concealed hook-and-eye fastening and wide ties at the waist. Short puff sleeves with narrow elastication and a frill trim. Cut-out section at the front and a skirt with narrow elastication at the waist and a shorter tier layered over the top. Unlined."
"0596208002","Sansa Kaftan","Other accessories","Accessories","Solid","White","Swimwear","V-neck kaftan in a viscose weave with airy sections and a slight sheen. Fringing at the hem."
"0711235007","2P LS PJ with zip","Pyjama jumpsuit/playsuit","Nightwear","All over pattern","White","Under-, Nightwear","All-in-one pyjamas in soft organic cotton jersey with a zip down the front that continues down one leg and has a chin guard at the top. Ribbing around the neckline, cuffs and hem."
"0777285001","Bubble boot","Boots","Shoes","Solid","Black","Shoes","Ankle boots in imitation leather with a zip in one side, adjustable straps with metal buckles at the front, and loop at the back. Fabric linings and insoles. Heel 2.5 cm."
"0589789002","Ruffle tanga","Swimwear bottom","Swimwear","Solid","Black","Swimwear","Fully lined bikini bottoms with a low waist and gathered frills at the top."
"0630809002","Speed Fika earring","Earring","Accessories","Solid","Black","Accessories","Long earrings in metal and plastic with fabric tassels. Length 16 cm."
"0892930001","Flirty Clust earring","Earring","Accessories","Solid","Light Purple","Accessories","A pair of earrings in metal decorated with petal-shaped plastic beads."
"0694131002","Pria tee","T-shirt","Garment Upper body","Front print","Dark Blue","Jersey Fancy","T-shirt in soft cotton jersey with a print motif."
"0793704004","GREY Scale Tee","T-shirt","Garment Upper body","Solid","Greenish Khaki","Jersey Fancy","Long, round-necked T-shirt in slub cotton jersey in a relaxed fit with a wider neckline with raw roll edges. Open chest pocket, sleeves with sewn-in turn-ups, and a rounded hem at the front. Longer at the back."
"0519847023","Jupiter v-neck","Sweater","Garment Upper body","Solid","Dark Red","Knitwear","Jumper in a soft knit containing some wool with a V-neck, low dropped shoulders and roll edges at the cuffs and hem. Longer at the back."
"0900054001","ASPEN HEADBAND","Hat/beanie","Accessories","Solid","Grey","Accessories","Headband in a soft rib knit with an appliqué on the front. Width 9 cm."
"0622846001","Classic Alba wallet","Wallet","Accessories","Solid","Black","Accessories","Imitation leather wallet with six card slots, a zip at the top and a decorative tassel. Size 2x8x10.5 cm."
"0903046002","Bracelet Ross","Bracelet","Accessories","Other pattern","Black","Accessories","Bracelets in various styles with glass, plastic and wooden beads."
"0566779007","Holly smock trouser","Trousers","Garment Lower body","All over pattern","Light Pink","Trousers","Trousers in a soft, patterned viscose weave with a smocked waist, side pockets and elasticated hems."
"0717196001","popon shorts","Shorts","Garment Lower body","Solid","Light Pink","Shorts","Shorts in a cotton weave with an elasticated drawstring waist, side pockets and a welt back pocket."
"0637073001","Star","Dress","Garment Full body","Lace","Dark Blue","Jersey Fancy","Short, V-neck lace dress with an opening and button at the back of the neck and 3/4-length sleeves. Gathers in the side seams for best fit over the tummy. Jersey lining."
"0237347017","Theron (1)","Hoodie","Garment Upper body","Melange","Light Turquoise","Jersey Basic","Jacket in sweatshirt fabric with a lined drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem."
"0755247002","Katy Slip dress DTP (W)","Night gown","Nightwear","Lace","Dark Pink","Under-, Nightwear","Short satin nightslip with a V-neck, lace at the top and narrow, adjustable shoulder straps."
"0596803001","CSP Pisces sweater","Sweater","Garment Upper body","Solid","Black","Special Offers","Straight-cut top in sweatshirt fabric with long balloon sleeves in tulle with ribbed cuffs. Soft brushed inside."
"0777070003","Cinderella","Sweater","Garment Upper body","Melange","Greyish Beige","Knitwear","Jumper in a soft, boxy knit with a ribbed turtle neck, dropped shoulders, long sleeves and ribbing at the cuffs and hem. The polyester content of the jumper is recycled."
"0523404010","Howie Shorts","Shorts","Garment Lower body","Solid","Grey","Jersey Fancy","Short sports shorts in fast-drying, breathable mesh with an elasticated waist and side pockets. Unlined."
"0539844007","Borg WL sneaker","Sneakers","Shoes","Solid","Light Grey","Shoes",""
"0590375001","Ori floral tee","T-shirt","Garment Upper body","All over pattern","Black","Unknown","T-shirt in patterned cotton jersey with embroidery on the chest."
"0541518015","Rae Push (Melbourne) 2p","Bra","Underwear","Solid","Dark Red","Under-, Nightwear","Lace push-up bras with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
"0681667005","Romeo Hood","Sweater","Garment Upper body","Front print","Light Yellow","Unknown","Top in hard-washed sweatshirt fabric with a text print and a lined drawstring hood with a wrapover front. Kangaroo pocket and ribbing at the cuffs and hem. Brushed inside."
"0663323002","Watch paul plastic","Watch","Accessories","Solid","Other Green","Accessories","Plastic watch with an adjustable strap and metal buckle. Width of strap approx. 2 cm, total length 24 cm. Diameter of watch 3 cm."
"0656213003","Emma Body","Underwear body","Underwear","Lace","Black","Under-, Nightwear","Body in lace and mesh with a deep V-neck at the front, narrow adjustable shoulder straps that cross at the back, a lined gusset and string back."
"0753421002","SB Lazy Parka","Jacket","Garment Upper body","Solid","Greenish Khaki","Outdoor","Lightly padded parka in a sturdy weave with a stand-up collar and detachable, pile-lined hood with a decorative drawstring. Zip and wind flap with press-studs down the front and a chin guard at the top. Chest pocket, two flap front pockets with press-studs, and inner ribbing at the cuffs. Quilted lining."
"0573408002","Flirt FF","Sweater","Garment Upper body","Melange","Grey","Knitwear","Wide jumper in a sturdy rib knit with a turtle neck and wide raglan sleeves."
"0835166001","Flirty skogs necklace","Necklace","Accessories","Solid","Light Orange","Accessories","One thin metal chain necklace with a round pendant and one necklace decorated with semi-precious stones and plastic beads. Adjustable length 54–61 cm and 42–50 cm."
"0792527004","Hannah semifancy ballerina SG","Ballerinas","Shoes","All over pattern","Dark Blue","Shoes","Glittery ballet pumps with a decorative bow at the front, elastic strap over the foot and grosgrain trim around the top. Satin insoles."
"0878220001","KIDS-Zakir Pull-on Trouser","Trousers","Garment Lower body","Solid","Grey","Unknown","KIDS EXCLUSIVE. Pull-on trousers in an airy organic cotton weave with an elasticated, drawstring waist and tapered legs with large leg pockets."
"0686137002","SB Lucas Jacket","Jacket","Garment Upper body","All over pattern","Black","Outdoor","Windbreaker in woven fabric with a detachable hood, stand-up collar and zip down the front with a chin guard. Welt side pockets and elastication at the cuffs and hem. Lined."
"0741615010","Hannah fancy ballerina SG","Ballerinas","Shoes","Solid","Beige","Shoes","Ballet pumps with a loop at the back. Satin linings and insoles and fluted soles with a small heel."
"0623282001","MOLKO Treggings","Trousers","Garment Lower body","Solid","Light Pink","Trousers","Treggings in stretch twill with an elasticated waist and fake front pockets."
"0816307001","PQ FILOU SKIRT LEATHER","Skirt","Garment Lower body","Solid","Black","Unknown","Calf-length skirt in leather with visible seams, a high waist with a visible zip at the back, and a raw-edge hem. Lined."
"0588202001","coctail skirt_","Skirt","Garment Lower body","Solid","Black","Dresses Ladies","Skirt in soft rib knit with an elasticated waist and flare to the hem."
"0726226001","Felix occasion dress","Dress","Garment Full body","Lace","Light Pink","Dresses Ladies","Short, off-the-shoulder dress in a cotton weave with broderie anglaise. Wide, elasticated flounce at the top that continues over the arms, a concealed zip in one side and a flare to the hem. Jersey lining."
"0764536002","Linn Slim HW Sidetape","Trousers","Garment Lower body","Application/3D","Dark Grey","Trousers","Ankle-length jeans in washed, stretch twill with a high waist, zip fly and button, back pockets and skinny legs with stripes down the sides."
"0574051002","TAL boxy sweater","Sweater","Garment Upper body","Jacquard","Black","Knitwear","Soft, jacquard-knit jumper in a wide, slightly boxy style with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
"0398559008","Molly T-shirt","T-shirt","Garment Upper body","Placement print","Light Grey","Jersey Fancy","Jersey top with a motif on the front, short sleeves and gathers in the sides for optimum fit."
"0684890003","Cherry velvet dress J","Dress","Garment Full body","Solid","Dark Red","Dresses Ladies","Short velvet dress with a V-neck and sewn-in wrapover at the front with a concealed press-stud. 3/4-length sleeves and an elasticated seam at the waist. Unlined."
"0825060002","Kevin WD BB","Other shoe","Shoes","Solid","Yellowish Brown","Shoes","Brogues with a decorative welt seam around the soles, lacing at the front and a loop at the back. Canvas linings and insoles and patterned soles."
"0622744002","GALAXY seamless tights","Leggings/Tights","Garment Lower body","Other structure","Dark Blue","Jersey Fancy","Sports tights in fast-drying functional fabric with wide elastication at the waist and jacquard-patterned details. Seamless."
"0638842004","Knuten Trousers","Trousers","Garment Lower body","All over pattern","Yellow","Trousers","High-waisted trousers in woven fabric with a slight sheen. Hook-and-eye fastening, zip fly, side pockets and straight, wide legs."
"0756684004","Helen Headband","Hair/alice band","Accessories","Solid","Dark Green","Accessories","Double-layered headband in a soft, chunky knit with a knot detail at the front."
"0509017003","Nora nursing dress","Dress","Garment Full body","Melange","Dark Blue","Jersey Fancy","Long-sleeved nursing dress in a soft, fine knit with a brushed finish. Wide neckline and double-layered top at the front for easier nursing access, and an elasticated seam and drawstring at the waist."
"0779864003","charmed shorts","Shorts","Garment Lower body","Solid","Yellow","Jersey Fancy","Shorts in glossy, pleated jersey with wide, covered elastication at the waist and short, wide legs with laser-cut edges at the hems."
"0660757001","SPD YALE hood","Hoodie","Garment Upper body","Melange","Dark Blue","Jersey Fancy","Block-coloured top in printed sweatshirt fabric with a hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
"0495560002","FS Connery tuxedo shirt","Shirt","Garment Upper body","Solid","White","Shirts","Dress shirt in a cotton weave with a cutaway collar and bib French front with pin-tucks. Long sleeves with adjustable buttoning at the cuffs and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
"0789049001","Solitude cardigan","Cardigan","Garment Upper body","Solid","Black","Knitwear","Wide cardigan knitted in a soft alpaca blend with dropped shoulders, long sleeves and front pockets. Wide ribbing at the cuffs and hem. No buttons."
"0642882004","Momo 2-Pack Leggings","Leggings/Tights","Garment Lower body","All over pattern","Green","Jersey Fancy","Leggings in soft cotton jersey with an elasticated waist."
"0903516001","PETAR SWEATSHIRT 2PK","Sweater","Garment Upper body","Solid","Dark Green","Jersey Basic","Tops in soft sweatshirt fabric. Slightly looser fit with dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside."
"0482263002","Cobra twill constructed","Shorts","Garment Lower body","Solid","Green","Shorts","5-pocket low-rise shorts in twill with hard-worn details, a button fly and skinny legs with seams across the front."
"0799661001","Beanie Christmas Fairisle","Hat/beanie","Accessories","Jacquard","Red","Accessories","Hat in a soft jacquard knit with a pompom on top and a detachable, faux fur false beard at the bottom."
"0561570002","Dessie","Dress","Garment Full body","Solid","Red","Jersey Basic","Fitted dress in sturdy jersey with a V-neck, double-layered top and long sleeves."
"0695632003","Gyda-","Blouse","Garment Upper body","Solid","Light Blue","Blouses","Blouse in a soft weave with a narrow collar, concealed buttons down the front, long sleeves with buttoned cuffs and a rounded hem."
"0768931001","Lee longsleeve","Top","Garment Upper body","Solid","White","Jersey Basic","Long-sleeved top in soft cotton jersey with a round neckline."
"0620242002","Jones trousers","Trousers","Garment Lower body","Solid","Black","Trousers","Wide trousers in a soft Tencel™ lyocell blend with no waistband and pleats at the top. Zip fly, side pockets and wide, gently tapered legs."
"0699988001","ED Carl padded parka","Jacket","Garment Upper body","Solid","Black","Outdoor","Padded parka in woven fabric with a sheen. Hood with a faux fur lining and adjustable tab with a metal fastener at the back, zip and wind flap with concealed press-studs down the front, and a concealed drawstring at the waist. Diagonal handwarmer pockets, flap side pockets with a press-stud, inner ribbing at the cuffs, and an elasticated drawstring at the hem. Slightly longer at the back. Lined."
"0746823006","HIROKO cardigan","Cardigan","Garment Upper body","Jacquard","Dark Blue","Knitwear","Cardigan in a soft knit with gently dropped shoulders, long sleeves, patch front pockets, and narrow ribbing at the cuffs and hem. No buttons."
"0646809001","Monica dress CC","Dress","Garment Full body","Other structure","Dark Blue","Jersey Fancy","Gently flared dress in a soft jacquard knit with ribbing around the neckline and cap sleeves."
"0823180001","MC Judy top","T-shirt","Garment Upper body","Lace","Black","Jersey Fancy","Sleeveless top in airy, softly draping jersey with a lace-trimmed V-neck."
"0525583002","FT Drew shorts","Shorts","Garment Lower body","All over pattern","Light Pink","Trousers","Shorts in patterned satin with an elasticated, frill-trimmed, drawstring waist, side pockets and a low crotch."
"0488697029","Nohar Sneaker","Sneakers","Shoes","Mesh","White","Shoes","Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles."
"0866387011","Waverly hoodie","Hoodie","Garment Upper body","Solid","Orange","Jersey Basic","Oversized hoodie in soft sweatshirt fabric with a double-layered, wrapover, drawstring hood and kangaroo pocket. Dropped shoulders, long sleeves, ribbing at the cuffs and hem, and slits in the sides. Soft brushed inside."
"0682437004","Speed Struk Stud","Earring","Accessories","Solid","Gold","Accessories","Round earrings in embossed metal. Length approx. 3.5 cm."
"0469137011","Juan lace strap top","Top","Garment Upper body","Solid","Light Beige","Jersey Fancy","Top in softly draping, ribbed jersey with a sheen. Narrow shoulder straps, a V-neck at the front and a lace trim at the top."
"0908380001","Brad tulle top","Top","Garment Upper body","Solid","Light Yellow","Jersey Fancy","Fitted, smocked top in tulle with a small, raw-edge frill trim at the top, wide shoulder straps with a bow on each shoulder and a raw-edge flounce at the hem."
"0567977002","H-string mini jersey basic","Hair string","Accessories","Solid","Other Green","Accessories","Hair elastics without metal clips."
"0759394002","MELROSE BLOUSE","Blouse","Garment Upper body","Solid","Pink","Blouses","Blouse in a crêpe weave with a sweetheart neckline, gathers at the front and elastication and a frill trim over the shoulders. Long, slightly wider sleeves with elastication at the cuffs, and a flared peplum. Lined at the front."
"0701496001","Harry Tee","T-shirt","Garment Upper body","Solid","Dark Blue","Jersey Fancy","T-shirt in cotton jersey with a ribbed neckline and gently dropped shoulders."
"0628594001","SERENA SET","Garment Set","Garment Full body","Mixed solid/pattern","Red","Woven/Jersey/Knitted mix Baby","Set with a sleeveless top, leggings and hairband in cotton. A-line top in woven fabric with an opening and button at the back of the neck and gathered flounce at the hem. Leggings in patterned jersey with an elasticated waist. Hairband in patterned jersey with a knot detail at the front and elastication at the back."
"0695748002","CLAN L/S WWF","T-shirt","Garment Upper body","Front print","White","Jersey Fancy","H&M SUPPORTS WWF. Long-sleeved top in soft organic cotton jersey with a print motif on the front."
"0719629028","BRAD FANCY","Swimwear bottom","Swimwear","All over pattern","Greenish Khaki","Swimwear","Swim shorts in woven fabric with an elasticated drawstring waist, side pockets and short legs with slits in the sides. Soft mesh inner shorts."
"0399223025","Jeggings H.W","Trousers","Garment Lower body","Denim","Dark Blue","Trousers Denim","Jeggings in washed, superstretch denim with a high waist, fake front pockets, real back pockets and skinny legs."
"0832479003","Jackey top","Top","Garment Upper body","Solid","Light Beige","Jersey Fancy","Sleeveless top in crocheted cotton with a V-neck, narrow, scallop-edged shoulder straps and decorative buttons down the front. Unlined."
"0745232002","Skirt Mini Stretch Edie","Skirt","Garment Lower body","Denim","White","Trousers Denim","Short 5-pocket skirt in washed, stretch denim with a zip fly and raw-edge hem."
"0895506001","AVRIL DRESS","Dress","Garment Full body","All over pattern","Black","Dresses Ladies","Short, sleeveless dress in a patterned weave with frill-trimmed, elasticated shoulder straps and a wrapover front with flounces at the top. Elasticated seam at the waist and a flounced trim at the hem. Unlined."
"0763559001","Bastia tencel dress","Dress","Garment Full body","Solid","Light Blue","Dresses Ladies","Sleeveless dress in a Tencel™ lyocell weave with a V-neck and rounded hem. Unlined."
"0896996001","Tilly PRICE dress VP1","Dress","Garment Full body","All over pattern","White","Dresses/Skirts girls","A-line dress in a cotton weave with straps that cross at the back and can be adjusted with concealed buttons at the back. Covered elastication at the back of the waist and gathered tiers on the skirt. Unlined."
"0774836001","Esther Skirt","Skirt","Garment Lower body","All over pattern","Light Pink","Trousers","Calf-length skirt in a patterned weave with a high, frill-trimmed waist, sewn-in tie belt and buttons down the front. Unlined."
"0803347001","Shelly short dress","Dress","Garment Full body","Solid","White","Knitwear","Short dress in a fine rib knit with a square neckline and wide shoulder straps that cross at the back. Unlined."
"0749656002","&DENIM jen bermuda shorts","Shorts","Garment Lower body","Denim","Black","Trousers Denim","5-pocket shorts in washed, stretch denim with a regular waist, zip fly and button, and sewn-in turn-ups at the hems. The cotton content of the shorts is partly recycled."
"0803315003","Ronni top","Vest top","Garment Upper body","Solid","Dark Yellow","Knitwear","Fitted, sleeveless, polo-neck top in a ribbed knit with a slight sheen."
"0698437001","Tyson cargo trousers","Trousers","Garment Lower body","Solid","Black","Trousers","Cargo trousers in stretch twill made from a cotton blend with an elasticated drawstring waist and fake fly. Side pockets, flap leg pockets with a hook and loop fastening and a fake flap pocket at the back. Tapered legs with shaping seams at the knees and covered elastic at the hems."
"0492245002","REBOUNDER moulded triangle","Bikini top","Swimwear","All over pattern","Light Beige","Swimwear","Lined triangle bikini top with moulded, lightly padded cups and ties at the neck and back."
"0481111011","Trinity Push Mirny^","Bra","Underwear","Solid","Light Pink","Under-, Nightwear","Push-up bra in microfibre and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
"0574682001","Dance with me dress","Dress","Garment Full body","Sequin","Dark Green","Dresses Ladies","Short dress in sequined mesh with a concealed zip at the back, shoulder pads and long sleeves with a concealed zip at the cuffs. Jersey lining."
"0756870002","Skirt A-line Bella","Skirt","Garment Lower body","Denim","Dark Blue","Trousers Denim","A-line skirt in slightly stretchy denim with side pockets and metal buttons down the front."
"0676990002","Cane corso long crewneck","Sweater","Garment Upper body","Stripe","Dark Red","Knitwear","Long jumper in a soft knit in a relaxed fit with dropped shoulders and ribbing around the neckline, cuffs and hem."
"0468480031","Vintage H.W Shorts","Shorts","Garment Lower body","Denim","Black","Trousers Denim","5-pocket, high-waisted shorts in washed denim with hard-worn details."
"0801905001","Tom Chino Shorts (TVP)","Shorts","Garment Lower body","Solid","Dark Blue","Shorts","Knee-length shorts in washed cotton twill with an adjustable, elasticated waist, zip fly and button, diagonal side pockets and a fake welt back pocket."
"0604189004","Libro","Blazer","Garment Upper body","Solid","Light Grey","Dressed","Single-breasted jacket in woven fabric with notch lapels, welt front pockets with a flap and a slit at the cuffs. Lined."
"0696821001","Avon Tunic","Blouse","Garment Upper body","All over pattern","Dark Orange","Blouses","Long-sleeved tunic in an airy weave with a round neckline, buttons down the front and a gathered yoke at the back. Detachable tie belt at the waist and buttoned cuffs."
"0684206001","Classic Metal PU Phone Case","Other accessories","Accessories","Solid","Light Orange","Accessories","Hard smartphone case in grained imitation leather and plastic. Fits iPhone 6/6S/7/8."
"0570002097","R-NECK SS SLIM FIT","T-shirt","Garment Upper body","Solid","Beige","Jersey Basic","Round-necked T-shirt in soft jersey."
"0736983004","Coco dress","Dress","Garment Full body","Solid","Dark Green","Dresses Ladies","Maxi dress in woven fabric with a V-neck, sewn-in wrapover at the front and seam under the bust. Narrow, adjustable shoulder straps and a concealed zip at the back. Unlined."
"0725661001","Ruffle Padded Swimsuite","Swimsuit","Swimwear","Solid","Dark Pink","Swimwear","Fully lined, off-the-shoulder swimsuit with padded cups, removable inserts and elasticated, gathered frills at the top. The polyester content of the swimsuit is recycled."
"0926921002","Utility Jersey Joggers","Trousers","Garment Lower body","Solid","Dark Beige","Trousers","Ankle-length joggers in sweatshirt fabric made from a cotton blend. High waist with covered elastication and a drawstring, discreet side pockets, flap leg pockets with a concealed press-stud, and gently tapered legs with covered elastication at the hems. Brushed inside."
"0756808001","NEWBORN Tobbe s/s set","Garment Set","Garment Full body","Stripe","Dark Beige","Jersey Fancy","Set with a short-sleeved bodysuit and pair of shorts in organic cotton. Jersey bodysuit with a button placket, sewn-in turn-ups on the sleeves and press-studs at the crotch. Shorts in lightweight sweatshirt fabric with wide, foldover ribbing at the waist, decorative buttons at the front and sewn-in turn-ups at the hems."
"0740498011","APOLLO HW seamless tights","Leggings/Tights","Garment Lower body","Solid","Light Orange","Jersey Fancy","Sports tights in fast-drying functional fabric with jacquard-patterned details. High waist with wide, elasticated ribbing. The tights are designed with the minimum number of seams for a more comfortable fit and increased mobility."
"0888045003","Skinny fit lined","Trousers","Garment Lower body","Mixed solid/pattern","Greenish Khaki","Trousers","Fully lined, slim-fit, pull-on jeans in stretch twill with an adjustable, elasticated waist and fake fly with a press-stud. Fake front pockets, real back pockets and narrow hems."
"0631231003","W Skye jumpsuit EQ","Jumpsuit/Playsuit","Garment Full body","All over pattern","Black","Unknown","Jumpsuit in woven fabric with a round neck, short cap sleeves and a seam with a drawstring at the waist. Side pockets, a concealed zip and hook-and-eye fastener at the back and straight, wide legs."
"0607912001","Storia","Blazer","Garment Upper body","Check","Black","Dressed","Fitted jacket in woven fabric with notch lapels, and concealed double-breasted fastening at the front. Jetted front pockets and a flare to the hem. Lined."
"0825109002","New Tapered Premiumprice","Trousers","Garment Lower body","Denim","Dark Grey","Trousers Denim","5-pocket jeans in washed, stretch denim with a regular waist, zip fly and button, and tapered legs. The jeans are made partly from recycled cotton."
"0702445004","Heartless trousers","Trousers","Garment Lower body","Jacquard","Light Green","Trousers","Trousers in a viscose weave with jacquard-weave stripes. Regular waist and an extended waistband with a hook-and-eye fastening, zip fly and straight, wide legs."
"0872962005","HAPPY TEE TP","T-shirt","Garment Upper body","Placement print","Light Orange","Jersey Fancy","Classic T-shirt in soft, printed jersey."
"0736672001","Embrace Shorts","Shorts","Garment Lower body","Denim","Other","Trousers Denim","Short 5-pocket shorts in washed denim with worn details and a smart stretch function so that the shorts embrace the body for a comfortable and flattering fit. High waist, zip fly and skinny legs."
"0651456011","2- PACK","T-shirt","Garment Upper body","Solid","Greenish Khaki","Jersey Basic","Short-sleeved tops in organic cotton jersey with a round neckline."
"0742177018","TP Princeton LOGG shirt","Shirt","Garment Upper body","Solid","Red","Shirts","Shirt in a cotton weave with a collar, buttons down the front and a contrasting colour on the inside of the collar stand and cuffs. Long sleeves with buttoned cuffs, and a rounded hem."
"0869839004","ESSENTIAL AGNES LS TVP","Top","Garment Upper body","Solid","White","Jersey Fancy","Fitted top in soft cotton jersey with a round neckline and long sleeves."
"0850791003","Courtney blouse","Blouse","Garment Upper body","Solid","Light Pink","Dresses/Skirts girls","A-line blouse in a viscose weave. Double layer at the top with a lace yoke and a small opening and button at the back of the neck. Long puff sleeves with narrow elastication and a small frill trim at the cuffs."
"0788219002","Plum Jumper","Sweater","Garment Upper body","Melange","Light Pink","Jersey Fancy","Jumper in a soft, fine knit with a round neck, an opening with a button at the back of the neck and long puff sleeves with wide ribbing at the cuffs."
"0737616004","CE Moonstone dress","Dress","Garment Full body","All over pattern","Light Red","Special Offers","CONSCIOUS EXCLUSIVE. Dress in an airy, patterned weave made from recycled polyester with a round neckline and a loose, wrapover yoke at the back. Opening at the back and a concealed zip in one side. Short sleeves with gathers, and gathers in the sides for a draped effect. Straighter fit to a seam at the hips and wide fit below. Asymmetric hem with pleats. Recycled polyester lining."
"0578386001","PREMIUM Mr Louis","Other shoe","Shoes","Solid","Beige","Shoes","Baby Exclusive. Suede loafers with a seam at the front and loop at the back. Cotton canvas linings and insoles and fluted rubber soles."
"0695341001","Preston carshoe","Flat shoes","Shoes","Solid","Dark Blue","Shoes","Loafers with a decorative tab and moccasin seam at the front. Cotton canvas linings and insoles, and patterned soles. Height of soles 1 cm."
"0790821001","Kikki shiny leggings","Leggings/Tights","Garment Lower body","Metallic","Dark Grey","Jersey Basic","Ankle-length, low-rise leggings in glossy jersey with an elasticated waist."
"0753206006","DRAKE sweatpants TP","Trousers","Garment Lower body","Colour blocking","Greenish Khaki","Jersey Fancy","Joggers in sturdy sweatshirt fabric made from a cotton blend with an elasticated drawstring waist, zipped side pockets and a fake back pocket. Tapered legs with ribbed hems. Soft brushed inside."
"0626410002","CLIO Tee","T-shirt","Garment Upper body","Solid","Greenish Khaki","Jersey Fancy","Soft jersey top in a relaxed fit with short sleeves."
"0449099024","HAL SHORTS.","Shorts","Garment Lower body","Solid","Black","Jersey Fancy","Knee-length sports shorts in fast-drying functional fabric with elastication and a concealed drawstring at the waist and a key pocket in the waistband. Unlined. Regular fit."
"0710402003","Lorry v-neck jumper","Sweater","Garment Upper body","Melange","Light Grey","Knitwear","Oversized jumper in a wool knit with a V-neck front and back, low dropped shoulders and long, wide sleeves. Straight, ribbed hem with slits in the sides and ribbed cuffs. Longer at the back."
"0781638006","Hanker Peacoat","Coat","Garment Upper body","Melange","Greyish Beige","Outdoor","Double-breasted pea coat in woven fabric with wide notch lapels and a buttonhole. Side pockets, two inner pockets, an adjustable tab and button at the cuffs, and a single back vent. Recycled polyester lining."
